Latitude;Longitude;type;Country;Region;Location;Name;year_deployment;year_modification;min_depth_m;max_depth_m;bottom_depth_m;reef_edge_m;Min_dist_filt_km;min_dist_km;surrounding_seabed;meadows;typo_filt;reef_typology;structure_wreck;Material;Arrangement_modules;origin_reef;total_area_sqm;total_volume_cubm;n_oasis;dist_between_oasi_m;dimens_oasi_sqm;type_structures;n_structures;dim_structures_m;dist_between_structures_m;modules_shape;n_modules;dist_between_modules_m;dimension_leng_width_heigh_m;weight_or_displacement_tons;experimental_professional;scope;exploitation;possible_exploitation;observations;biocenosis;alien_species;Alien species (form);protected_species;Protected species (form);protect_area_y_n;Protected area;managment_prog_Y_N;Management_program;Concession_area_Y_N;Surveillance_service_Y_N;Surveillance_service;Monitoring_program_Y_N;Monitoring_program;Available data;Available literature (Scientific or Grey)
43.8775;15.34944444;Natural reef;Croatia;?ibenik-Knin County;?ut-Sit group;Babulja? Mali;;;40;40;40;20;1.6;1.6;Detritic;Yes;High profile reef;High profile reef (the reef protrudes more than 20 meters from the base substratum) ;;;;Biogenic;;;;;;;;;;;;;;;;;Diving/Snorkeling;Diving/Snorkeling;;Infralitoral algae, Coraligen;;;;;Yes;Natura 2000 site SCI, Significant landscape;Yes;Public Institution for the Management of Protected Natural Areas and Other Protected Natural Areas in ?ibenik-Knin County;;;;;;;Diving guide for the ?ibenik-Knin county
43.7575;15.34194444;Natural reef;Croatia;?ibenik-Knin County;NP Kornati;Velika Panitula;;;60;60;60;60;0;0;Detritic;Yes;High profile reef;High profile reef (the reef protrudes more than 20 meters from the base substratum) ;;;;Biogenic;;;;;;;;;;;;;;;;;Diving/Snorkeling;Diving/Snorkeling;;Infralitoral algae, Coraligen, Neptune grass;;;;;Yes;National Park;Yes;Public Instutution of National Park Kornati;;;;;;;Diving guide for the ?ibenik-Knin county
45.164686;12.483039;Natural reef;Italy;Veneto;Chioggia;Chioggia;;;17.5;23.5;17.5 - 23.5;;10;10;Sand, Mud, Detritic;;Patch reef;Patch reef (sand bottom with small reef structures protruding from the sediment);;;;Biogenic;7100000;;;;;;;;;;;;;;;;Research;Research;;DC (coastal detritic), C (precoralligen) ;;Maybe;Homarus gammarus, Sciaena umbra;Homarus gammarus, Sciaena umbra;yes;"Natura 2000 site (SIC IT3250047 ? Tegnue di Chioggia ); ZTB  (Zona di Tutela Biologica, ""Biological protection area"")";;;;yes;yes;yes;ISPRA;Benthic community, Fish community, Geophysical map, Sediments;"Ponti, M. 2001. Aspetti biologici ed ecologici delle ""tegn—e"": biocostruzione, biodiversit… e salvaguardia. Chioggia - rivista di studi e ricerche 18: 179-194.;
Giovanardi O., Cristofalo G., Manzueto L., Franceschini G. 2003. Le ""Tegn—e"" di Chioggia: nuovi dati e osservazioni sulla base di campionamenti acustici ad alta definizione (""Multibeam"" e ""Side Scan Sonar""). Chioggia - Rivista di studi e ricerche 23: 103-116.;
Boscolo, S., Borromeo, S., Franceschini, G., Cornello, M., Giovanardi, O. 2005. La fauna di fondo mobile e la pressione di pesca a strascico nell'area delle Tegn—e di Chioggia (Adriatico settentrionale). 127. In: Riassunti del 36ø Congresso nazionale della Societ… Italiana di Biologia Marina. Trieste. SIBM 324 pp.;
Cenci, E., Mazzoldi, C. 2005. Le Tegnue di Chioggia: un'analisi qualitativa e quantitativa della fauna ittica. 224. In: Riassunti del 36ø Congresso nazionale della Societ… Italiana di Biologia Marina. Trieste. SIBM 324 pp.;
Ponti, M., Mastrototaro, F. 2005. Distribuzione dei popolamenti ad ascidie sui fondali rocciosi (Tegn—e) al largo di Chioggia (Venezia). 149. In: Riassunti del 36ø Congresso nazionale della Societ… Italiana di Biologia Marina. Trieste. SIBM 324 pp.;
Ponti, M., Tumedei, M., Colosio, F., Abbiati, M. 2005. Distribuzione dei popolamenti epibentonici sui fondali rocciosi (Tegn—e) al largo di Chioggia (Venezia). 150. In: Riassunti del 36ø Congresso nazionale della Societ… Italiana di Biologia Marina. Trieste. SIBM 324 pp.;
ARPAV e Fondazione Musei Civici Venezia. 2010. Le tegn—e dell?Alto Adriatico: valorizzazione della risorsa marina attraverso lo studio di aree di pregio ambientale. pp: 203.;
"
43.524;13.624;Natural reef;Italy;Marche;Sirolo (Grotta Urbani);Secca del frate;;;8;9;08-Sep;03-Apr;0.5;0.5;Sand;No;Patch reef;Patch reef (sand bottom with small reef structures protruding from the sediment);;;;Geogenic;;;;;;;;;;;;;;;;;;Recreational fishery, Fishing Tourism;;infralittoral sciaphilous population, biological concretion with mussel;;Maybe;;Maybe;;;no;no;;no;no;no;no;;
45.398829;12.569088;Natural reef;Italy;Veneto;Venice;D' Ancona;;;16;21;16 - 21;;7.7;7.7;Mud, Detritic;Yes, algae;Patch reef;Patch reef (sand bottom with small reef structures protruding from the sediment);;;;Biogenic;6900000;;;;;;;;;;;;;;;;Diving/Snorkeling, Professional fishery, Recreational fishery;Diving/Snorkeling, Recreational fishery;;DC (coastal detritic), C (precoralligen) ;;Maybe;Homarus gammarus, Sciaena umbra;Homarus gammarus, Sciaena umbra;;;no;no;;no;no;no;no; Benthic community, Fish community, Geophysical map, Sediments;"ARPAV e Fondazione Musei Civici Venezia. 2010. Le tegn—e dell?Alto Adriatico: valorizzazione della risorsa marina attraverso lo studio di aree di pregio ambientale. pp: 203.;"
45.381164;12.383516;Natural reef;Italy;Veneto;Venice;Malamocco;;;8;11;08-Nov;;1.7;1.7;Sand, Detritic;Yes, algae;Patch reef;Patch reef (sand bottom with small reef structures protruding from the sediment);;;;Biogenic;6800000;;;;;;;;;;;;;;;;Professional fishery, Recreational fishery;Recreational fishery;;DC (coastal detritic), C (precoralligen) ;;Maybe;Homarus gammarus, Sciaena umbra;Homarus gammarus, Sciaena umbra;;;no;no;;no;no;no;no;Benthic community, Geophysical map, Sediments;"ARPAV e Fondazione Musei Civici Venezia. 2010. Le tegn—e dell?Alto Adriatico: valorizzazione della risorsa marina attraverso lo studio di aree di pregio ambientale. pp: 203.;"
45.335017;12.719235;Natural reef;Italy;Veneto;Venice;Sorse;;;19;24;19 - 24;;19.6;19.6;Sand, Detritic;Yes, algae;Patch reef;Patch reef (sand bottom with small reef structures protruding from the sediment);;;;Biogenic;7200000;;;;;;;;;;;;;;;;Professional fishery, Recreational fishery;Diving/Snorkeling, Recreational fishery;;DC (coastal detritic), C (precoralligen) ;;Maybe;Homarus gammarus, Sciaena umbra;Homarus gammarus, Sciaena umbra;;;no;no;;no;no;no;no;Benthic community, Geophysical map, Sediments;"ARPAV e Fondazione Musei Civici Venezia. 2010. Le tegn—e dell?Alto Adriatico: valorizzazione della risorsa marina attraverso lo studio di aree di pregio ambientale. pp: 203.;"
45.337004;12.537116;Natural reef;Italy;Veneto;Venice;Venezia;;;18;21;18 - 21;;16.4;16.4;Sand, Detritic;Yes, algae;Patch reef;Patch reef (sand bottom with small reef structures protruding from the sediment);;;;Biogenic;7000000;;;;;;;;;;;;;;;;Professional fishery, Recreational fishery;Recreational fishery;;DC (coastal detritic), C (precoralligen) ;;Maybe;Homarus gammarus, Sciaena umbra;Homarus gammarus, Sciaena umbra;;;no;no;;no;no;no;no;Benthic community, Geophysical map, Sediments;"ARPAV e Fondazione Musei Civici Venezia. 2010. Le tegn—e dell?Alto Adriatico: valorizzazione della risorsa marina attraverso lo studio di aree di pregio ambientale. pp: 203.;"
45.410648;12.514373;Natural reef;Italy;Veneto;Venice;Cavallino Vicina;;;14;17;14 - 17;;4.5;4.5;Mud, Detritic;Yes, algae;Patch reef;Patch reef (sand bottom with small reef structures protruding from the sediment);;;;Biogenic;7300000;;;;;;;;;;;;;;;;Professional fishery, Recreational fishery;Diving/Snorkeling, Recreational fishery;;DC (coastal detritic), C (precoralligen) ;;Maybe;Homarus gammarus, Sciaena umbra;Homarus gammarus, Sciaena umbra;;;no;no;;no;no;no;no;Benthic community, Geophysical map, Sediments;"ARPAV e Fondazione Musei Civici Venezia. 2010. Le tegn—e dell?Alto Adriatico: valorizzazione della risorsa marina attraverso lo studio di aree di pregio ambientale. pp: 203.;"
45.400523;12.64963;Natural reef;Italy;Veneto;Venice;Cavallino Lontana;;;16;23;16 - 23;;10;10;Sand, Detritic;Yes, algae;Patch reef;Patch reef (sand bottom with small reef structures protruding from the sediment);;;;Biogenic;1400000;;;;;;;;;;;;;;;;Professional fishery, Recreational fishery;Diving/Snorkeling, Recreational fishery;;DC (coastal detritic), C (precoralligen) ;;Maybe;Homarus gammarus, Sciaena umbra;Homarus gammarus, Sciaena umbra;;;no;no;;no;no;no;no;Benthic community, Geophysical map, Sediments;"ARPAV e Fondazione Musei Civici Venezia. 2010. Le tegn—e dell?Alto Adriatico: valorizzazione della risorsa marina attraverso lo studio di aree di pregio ambientale. pp: 203.;"
45.103333;14.278333;Wreck;Croatia;Primorje-Gorski Kotar Countyÿ;Island of Cres;Lina Wreck;1914;;20;55;20 - 55;;0.01;< 0.05;Sand, Gravel;;Decommissioned structures;Decommissioned structures;sunk vessel/ship;;;;;;;;;;;;;;;;64.2;1060;;Diving/Snorkeling, Recreational fishery, Research;Diving/Snorkeling;"Diving/Snorkeling, Recreational fishery, Research 

";;;;;;;;;no;no;no;no;no;no;no;;D.Frka & J.Mesi?. 2012. Blago Jadrana
43.053;16.023;Wreck;Croatia;Split-Dalmatia County;Island of Vis;Teti Wreck;1930;;8;31;Aug-31;;1.5;1.5;Rocks, Sand;;Decommissioned structures;Decommissioned structures;sunk vessel/ship;;;;;;;;;;;;;;;;72 / 8;951;;Diving/Snorkeling, Recreational fishery;Diving/Snorkeling;"Diving/Snorkeling, Recreational fishery, Research 

";;;;;;;;;no;no;no;no;no;no;no;;
43.007;16.067;Wreck;Croatia;Split-Dalmatia County;Island of Vis;Vassilios Wreck;1939;;22;55;22 - 55;;0.06;0.06;Rocks, Sand;;Decommissioned structures;Decommissioned structures;sunk vessel/ship;;;;;;;;;;;;;;;;105.2;3673;;Diving/Snorkeling, Recreational fishery;Diving/Snorkeling;"Diving/Snorkeling, Recreational fishery, Research 

";;;;;;;;;no;no;no;no;no;no;no;;
43.016;16.217;Wreck;Croatia;Split-Dalmatia County;Island of Vis;Boing B-17 Wreck;1944;;68;72;68 - 72;;0.15;0.15;Sand;;Decommissioned structures;Decommissioned structures;flying fortress bomber;;;;;;;;;;;;;;;;22.7;;;Diving/Snorkeling ;Diving/Snorkeling;Diving/Snorkeling, Research ;;;;;;;;;no;no;no;no;no;no;no;;
43.016;16.229;Wreck;Croatia;Split-Dalmatia County;Island of Vis;Brioni Wreck;1930;;40;61;40 - 61;;0.06;0.06;Sand;;Decommissioned structures;Decommissioned structures;sunk vessel/ship;;;;;;;;;;;;;;;;70;;;Diving/Snorkeling ;Diving/Snorkeling;Diving/Snorkeling, Research ;;;;;;;;;no;no;no;no;no;no;no;;
43.02616667;16.25916667;Wreck;Croatia;Split-Dalmatia County;Island of Vis;Consolidated B-24 Liberator Wreck;1944;;40;55;40 - 55;;0.7;0.7;Sand;;Decommissioned structures;Decommissioned structures;flying fortress bomber;;;;;;;;;;;;;;;;22.7;;;Diving/Snorkeling ;Diving/Snorkeling;Diving/Snorkeling, Research ;;;;;;;;;no;no;no;no;no;no;no;;
45.324866;14.42885;Wreck;Croatia;Primorje-Gorski Kotar Countyÿ;Rijeka;Sigrid Wreck;1977;;20;32;20 - 32;;0.01;< 0.05;Rocks;;Decommissioned structures;Decommissioned structures;sunk vessel/ship;;;;;;;;;;;;;;;;72.3;1063;;Diving/Snorkeling;Diving/Snorkeling;"Diving/Snorkeling, Recreational fishery, Research 

";;;;;;;;;no;no;no;no;no;no;no;;D.Frka & J.Mesi?. 2012. Blago Jadrana
44.2487;14.43405;Wreck;Croatia;Zadar County;Premuda;Szent Istvan Wreck;1918;;45;66;45 - 66;;14.8;14.8;Sand, Gravel;;Decommissioned structures;Decommissioned structures;sunk vessel/ship;;;;;;;;;;;;;;;;152.8;20000;Experimental;Diving/Snorkeling;Diving/Snorkeling;Diving/Snorkeling, Research;;;;;;;;;no;no;no;no;no;no;no;; D. Frka & J. Mesi?. Tajne Jadrana
45.163333;14.64416;Wreck;Croatia;Primorje-Gorski Kotar Countyÿ;?ilo;Peltastis Wreck;1968;;15;33;15 - 33;;0.05;0.05;Sand, Gravel;;Decommissioned structures;Decommissioned structures;sunk vessel/ship;;;;;;;;;;;;;;;;60.2;874;Experimental;Diving/Snorkeling, Recreational fishery;Diving/Snorkeling;Diving/Snorkeling, Fishing Tourism, Mariculture, Recreational fishery, Research, Underwater photo exhibitions and competitions;;;;;;;;;no;no;no;no;no;no;no;;D.Frka & J.Mesi?. 2012. Blago Jadrana
45.73875;13.66516944;Artificial reef;Italy;Friuli Venezia Giulia;Aurisina;Filtri di Aurisina;1988;1992;11;11;11;;0.2;0.2;Mud;No;Specifically designed modules;Specifically designed modules;;Concrete;Geometrically assembled;;;;;;800000;pyramid (formed by 5 cubes);pyramids (3);pyramids (h 4.8);;cubes ;cubes (15);;cubes (2.4/ 2.4/2.4);;Experimental;Finfish enhancement;No;Research;;;;;;;;;no;no;yes;no;no;no;no;Benthic community;"Orel G. 1988. Aspetti della bionomia bentonica e della pesca del Golfo di Trieste con particolare riferimento ai fondali prospicienti il promontorio di Miramare. Hydrores V(6): 57-70.
Falace A., Bressan G. 1990. Dinamica della colonizzazione algale di una barriera artificiale sommersa nel Golfo di Trieste: macrofouling. Hydrores, 7(8): 5-27.
Falace A., Bressan G. 1994. Some observations on periphyton colonization of artificial substrata in the Gulf of Trieste (North Adriatic Sea). Bulletin of Marine Science, 55 (2-3): 924-931
Falace A., Bressan G. 1995. Adapting an artificial reef to biological requirements. Proceedings ECOSET 1995. Published by Japan International Marine Science and Technology Federation, 2: 634-639.
Falace A., Bressan G. 1995. Esperienze di strutture artificiali sommerse nel Golfo di Trieste (Nord Adriatico). Biologia Marina Mediterranea,  2(1): 123-128
Falace A., Bressan G. 1997. Adapting an artificial reef to biological requirements.Pages 307-311. In: Hawkins L.E. et al. Proceedings of the 30th European Marine Biology Symposium, 18-20 September
Falace A., Bressan G. 1999. Quantitative evaluation of algal community on an artificial reef in the Gulf of Trieste (Northern Adriatic Sea). Proceedings Seventh International Conference on Artificial Reefs and related Acquatic Habitats (7th CARAH), Sanremo 1999: 173-178
Le barriere artificiali ADRI.BLU in Friuli Venezia Giulia. AT 4 -Azioni pilota finalizzate all'incremento della sostenibilit… delle attivit… di pesca. Gestione sostenibile delle attivit… di pesca e delle risorse alieutiche dell'Adriatico. 2007. Progetto ADRIBLU. INTERREG III A ? Alto Adriatico. p: 95-105."
43.572;13.591;Artificial reef;Italy;Marche;Portonovo;Portonovo 1;1983;;10;10;10;;0.926;0.926;Rocks, Sand;No;Specifically designed modules;Specifically designed modules;;Concrete;Geometrically assembled;;1050;;1;;1050;pyramids (formed by 5 cubes);;pyramids (h 4);20 - 25;cubes, cages;;;cubes (2/2/2), cages (4/6/5) ;;Experimental;Finfish enhancement, Habitat protection, Mariculture, Research;No;Diving/Snorkeling, Fishing Tourism, Mariculture, Professional fishery, Recreational fishery, Research;;;;;;;;;no;no;yes;no;no;no;no;Fish community, Geophysical map, PAH in mussels;"Fabi G., Fiorentini L., Giannini S. 1985. Osservazioni sull'insediamento e sull'accrescimento di Mytilus Galloprovincialis Lamk. su di un modulo sperimentale per mitilicoltura immerso nella Baia di Portonovo (Promontorio del Conero, Medio Adriatico). Oebalia, 11 (2): 681-692
Fabi G., Fiorentini L., Giannini S. 1986. Growth of Mytilus galloprovincialis Lamk on a suspended and immersed culture in the Bay of Portonovo (Central Adriatic Sea). Roma, General Fisheries Council for the Mediterranean. FAO, 357: 144-154
Bombace G., Piccinetti C. 1989. Barriere artificiali e maricoltura. Convegno Nazionale Per la difesa dell'Adriatico, Ancona 1989: 92-99
Fabi G., Fiorentini L. 1989. Shellfish culture associated with artificial reefs. General Fisheries Council for the Mediterranean. FAO, 428: 99-107
Fabi G., Fiorentini L., Giannini S. 1989. Experimental shellfish culture on artificial reefs in the Adriatic Sea. Bulletin of Marine Sciences, 44 (2): 923-933
Bombace G., Artegiani A., Fabi G., Fiorentini L. 1991. Ricerche comparative sulle condizioni ambientali e sulle possibilit… biologiche e tecnologiche di allevamento ottimale di mitili ed ostriche in mare aperto mediante strutture sommerse e sospese. Rapporto al Ministero Marina Mercantile, Direzione Generale della Pesca e dell'Acquacoltura. 205 pp
Bombace G., Fabi G., Fiorentini L. 1993. Aspects theoriques et resultats concernants les recifs artificiels realises en Adriatique. Bollettino di Oceanologia Teorica ed Applicata 11 (3-4): 145-154
Fabi G., Fiorentini L. 1997. Molluscan aquaculture on reefs. Pages 123-140 In: Jensen A.C. (Ed.) ?European Artificial Reef research?. Proceedings of the 1st EARNN Conference, Ancona, Italy, March 1996.
Bombace, G., Fabi G., Fiorentini L. 2000. Artificial reefs in the Adriatic Sea. Pages 31-63 In: Jensen A.C., Collins K.J., Lockwood A.P.M. (Eds) ?Artificial reefs in European Seas?. Dordrecht, Kluwer Academic Publishers
Di Maio A., Marcelli M., Peviani M.A. 2004. Studio sull'assetto delle barriere artificiali sommerse destinate al ripopolamento ittico nei siti di Portonovo e Senigallia. Bollettino dell'Associazione di ingegneria offshore e marina, 29-29: 5-13
Fabi G., Spagnolo A. 2008. Sperimentazione di moduli innovativi per l?allevamento del dattero bianco Pholas dactylus. Rapporto per Regione Marche ? Servizio Attivit… ittiche, Commercio e Tutela del Consumatore, Caccia e Pesca Sportiva. 22 pp
Fabi G., Punzo E., Scarcella G., Spagnolo A. 2011. Allevamento del dattero bianco Pholas dactylus su substrati artificiali: fase finale di sperimentazione. Rapporto finale. Rapporto per il Ministero delle politiche agricole e forestali - Dipartimento delle filiere agricole e agroalimentari, Direzione generale della pesca marittima e dell?acquacoltura. 91 pp
Punzo E. 2011. Sperimentazione di moduli artificiali per l?allevamento di Pholas dactylus (Bivalvia, Pholadidae) in medio Adriatico. Thesis Degree. 118 pp
Manoukian S., Fabi G., Naar D.F. 2011. Multibeam investigation of an Artificial reef settlement in the Adriatic Sea (Italy) 33 years after its deployment. Brazilian Journal of Oceanography, 59 (special issue CARAH):145-153"
45.599;13.716;Artificial reef;Italy;Friuli Venezia Giulia;Punta Sottile;Punta Sottile;2015;;18;20;18-20;;0.35;0.35;Mud;No;Specifically designed modules;Specifically designed modules;;Concrete, Polyethylene;Geometrically assembled;;;;;;810000;FAD (tubular dome in cement conglomerate with polyethylene corrugated tubes), bottom FAD (materials for mariculture use);FAD (40), bottom FAD (20), transects (3);FAD (h 1.5);20 between transects;plinths, nets;;;plinth (1.8/1.8/0.5);;Experimental;Finfish enhancement;No;Diving/Snorkeling, Recreational fishery;;;;;;;;;no;no;yes;no;no;no;no;Benthic community, Fish community;2016. WP 4.3 ? Incremento della biodiversit… in Regione Friuli Venezia Giulia ? Dispositivi di Concentrazione Ittica. Progetto EcoSea - Protezione, miglioramento e gestione integrata dell'ambiente marino e delle risorse naturali transfrontaliere. Programma operativo Ipa Adriatico 2007-2013. p: 63-66.
41.206228;16.604747;Artificial reef;Italy;Apulia;Molfetta;Molfetta;2005;;18;23;18-23 ;;0.1;0.1 - 0.3;Coralligenous concretions;No;Specifically designed modules;Specifically designed modules;;Concrete;Geometrically assembled;;8000000;;1;;400000;pyramids (formed by 3 cubes);pyramids (5 );pyramids (h 2.4);10;cubes ;;;;;Experimental;Habitat restoration;no;;;;;;;;;;no;no;no;no;no;no;no;;
